CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Point Earned,Satisfaction Score,HasCrCard,IsActiveMember,Complain,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Card Type_DIAMOND,Card Type_GOLD,Card Type_PLATINUM,Card Type_SILVER,Exited
-0.3262214220367455,0.29351742289674765,-1.041759679225302,-1.2258476714090163,-0.911583494040172,0.021886493995389635,-0.6308391179267362,-0.721130416342275,0.6460916681531842,0.970242550937133,1.9729084890249846,0.9972039090469509,-0.5787359118285802,-0.5738091541336481,1.0959875190286517,-1.0959875190286514,1.728823667248042,-0.5776581893550594,-0.5765804684883157,-0.5767344287272727,1
-0.4400359548576646,0.19816383219544578,-1.387537586562431,0.11735002143511637,-0.911583494040172,0.21653375188734358,-0.6662508949483563,-0.009816137054175639,-1.5477679860172207,0.970242550937133,1.9729084890249846,-1.0028039309990795,-0.5787359118285802,1.7427397119690895,1.0959875190286517,-1.0959875190286514,1.728823667248042,-0.5776581893550594,-0.5765804684883157,-0.5767344287272727,0
-1.5367941802228853,0.29351742289674765,1.0329077647974714,1.333053345722891,2.5270566192762067,0.24068690006349144,-1.0159421930368548,-0.009816137054175639,0.6460916681531842,-1.030670113400118,1.9729084890249846,0.9972039090469509,-0.5787359118285802,-0.5738091541336481,1.0959875190286517,-1.0959875190286514,1.728823667248042,-0.5776581893550594,-0.5765804684883157,-0.5767344287272727,1
0.5015206348426664,0.007456650792842043,-1.387537586562431,-1.2258476714090163,0.8077365626180174,-0.10891791702846762,-1.1354569404848227,1.4128124215220232,-1.5477679860172207,-1.030670113400118,-0.506865881292995,0.9972039090469509,-0.5787359118285802,-0.5738091541336481,1.0959875190286517,-1.0959875190286514,-0.5784279906300334,1.7311275394821086,-0.5765804684883157,-0.5767344287272727,0
2.0638837672025563,0.3888710135980495,-1.041759679225302,0.7857278997960621,-0.911583494040172,-0.36527578251439885,-0.8034715309071342,1.4128124215220232,0.6460916681531842,0.970242550937133,-0.506865881292995,-1.0028039309990795,-0.5787359118285802,1.7427397119690895,1.0959875190286517,-1.0959875190286514,-0.5784279906300334,1.7311275394821086,-0.5765804684883157,-0.5767344287272727,0
-0.057205253550936634,0.4842246042993514,1.0329077647974714,0.5973285944410451,0.8077365626180174,0.8636502870218121,-0.5423096753726859,1.4128124215220232,0.6460916681531842,-1.030670113400118,1.9729084890249846,-1.0028039309990795,-0.5787359118285802,1.7427397119690895,-0.9124191495230279,0.912419149523028,1.728823667248042,-0.5776581893550594,-0.5765804684883157,-0.5767344287272727,1
1.774174047294762,1.0563461485071626,0.6871298574603425,-1.2258476714090163,0.8077365626180174,-1.5654872211931132,-1.7728689268739843,-0.721130416342275,0.6460916681531842,0.970242550937133,-0.506865881292995,0.9972039090469509,-0.5787359118285802,-0.5738091541336481,-0.9124191495230279,0.912419149523028,-0.5784279906300334,-0.5776581893550594,-0.5765804684883157,1.7339003017505825,0
-2.840487919807959,-0.9460792562201766,-0.3502038645510443,0.6180189508533681,4.246376675934397,0.3348537298101236,-1.4364570451685934,-0.721130416342275,0.6460916681531842,-1.030670113400118,1.9729084890249846,-1.0028039309990795,1.7279038324064944,-0.5738091541336481,1.0959875190286517,-1.0959875190286514,1.728823667248042,-0.5776581893550594,-0.5765804684883157,-0.5767344287272727,1
-1.547140955933878,0.4842246042993514,-0.3502038645510443,1.0508202865849046,0.8077365626180174,-0.4373288460949041,-1.5736776811273714,-0.009816137054175639,-1.5477679860172207,0.970242550937133,-0.506865881292995,0.9972039090469509,-0.5787359118285802,-0.5738091541336481,-0.9124191495230279,0.912419149523028,-0.5784279906300334,1.7311275394821086,-0.5765804684883157,-0.5767344287272727,0
0.34631899917777664,-1.1367864376227803,-1.041759679225302,0.9314633619936801,-0.911583494040172,-0.49323048409246684,-1.1708687175064427,-0.009816137054175639,0.6460916681531842,0.970242550937133,-0.506865881292995,0.9972039090469509,-0.5787359118285802,-0.5738091541336481,-0.9124191495230279,0.912419149523028,-0.5784279906300334,1.7311275394821086,-0.5765804684883157,-0.5767344287272727,0
